year,censor,quality,author,paper,SCC,CDR,PRTP,Equity,Uncertainty,Hope,Nordhaus,Tol,Ploeg,Tax
2015,1.00,0.01,0.00,0.00,99.26,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,16.34,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,3.82,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,718.71,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,146.38,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,46.22,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,21.03,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,718.71,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,190.43,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,95.02,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,77.27,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,714.00,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,269.48,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,185.39,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,115.42,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,714.00,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,392.56,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,427.65,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,427.14,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,714.01,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,511.22,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,879.12,NA,1.00,0,0,0,0,0,0,1
2015,0.99,0.01,0.00,0.00,1204.92,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,714.01,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,161.94,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,62.29,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,27.92,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,714.00,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,248.15,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,177.50,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,145.98,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,714.01,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,326.66,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,364.49,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,536.42,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,714.01,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,85.79,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,12.95,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,3.36,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,714.01,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,136.44,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,41.68,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,19.69,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,714.01,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,182.10,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,90.65,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,75.23,NA,1.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,348.52,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,218.40,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,181.99,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,129.75,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,348.52,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,281.85,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,355.33,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,382.74,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,348.52,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,348.93,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,710.41,NA,2.00,0,0,0,0,0,0,1
2015,0.99,0.01,0.00,0.00,1204.92,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,348.52,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,150.62,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,76.41,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,38.27,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,348.52,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,198.50,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,163.85,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,141.62,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,348.52,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,243.23,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,308.86,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,492.65,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,348.52,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,99.81,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,23.02,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,5.54,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,348.52,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,132.24,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,53.17,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,24.80,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,348.52,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,160.42,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,96.95,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,81.12,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,248.49,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,153.04,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,131.59,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,88.84,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,248.49,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,221.26,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,313.13,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,347.29,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,248.49,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,289.29,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,655.69,NA,2.00,0,0,0,0,0,0,1
2015,0.99,0.01,0.00,0.00,1204.92,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,248.49,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,90.00,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,43.95,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,21.98,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,248.49,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,136.58,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,125.90,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,115.93,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,248.49,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,181.08,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,267.43,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,455.74,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,248.50,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,50.00,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,9.91,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,2.74,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,248.50,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,76.24,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,30.13,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,15.75,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,248.50,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,101.31,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,65.47,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,62.19,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,233.07,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,145.23,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,126.79,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,85.25,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,233.07,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,215.42,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,310.12,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,345.04,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,233.08,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,284.44,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,652.24,NA,2.00,0,0,0,0,0,0,1
2015,0.99,0.01,0.00,0.00,1204.92,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,233.07,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,80.13,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,39.96,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,20.46,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,233.07,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,128.90,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,122.48,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,113.95,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,233.07,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,174.62,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,264.54,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,453.37,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,233.07,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,40.33,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,8.20,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,2.50,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,233.07,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,67.01,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,27.14,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,14.90,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,233.07,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,92.25,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,61.99,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.01,0.00,0.00,60.58,NA,2.00,0,0,0,0,0,0,1
2015,1.00,0.13,0.06,0.20,349.43,NA,0.10,0,0,0,0,0,0,1
2015,1.00,0.38,0.13,0.20,289.04,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.50,0.25,0.20,113.16,NA,1.50,0,0,0,0,0,0,1
2015,1.00,1.50,0.50,0.20,25.66,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.13,0.06,0.20,21.98,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.50,0.25,0.25,139.12,NA,1.00,0,0,0,0,0,1,0
2015,1.00,0.50,0.25,0.25,307.33,NA,1.00,0,0,0,0,0,1,0
2015,1.00,0.50,0.25,0.25,46.37,NA,3.00,0,0,0,0,0,1,0
2015,1.00,0.50,0.25,0.25,102.75,NA,3.00,0,0,0,0,0,1,0
2015,1.00,1.50,0.50,0.04,33.92,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,75.49,NA,0.10,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,75.44,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,30.99,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,34.30,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,38.72,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,27.30,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,39.99,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,34.25,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,33.97,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,33.96,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,32.38,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,33.45,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,33.83,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,34.72,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,48.33,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,52.92,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,34.79,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,35.63,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,33.93,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,34.32,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,40.16,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,41.98,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,36.33,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.06,0.02,0.04,45.43,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.04,0.01,0.04,36.72,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.04,0.01,0.04,40.75,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.08,0.03,0.04,41.12,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.16,0.05,0.04,41.49,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.08,0.03,0.04,41.86,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.04,0.01,0.04,42.22,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.08,0.03,0.04,44.43,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.16,0.05,0.04,45.16,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.33,0.11,0.04,45.89,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.16,0.05,0.04,46.63,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.08,0.03,0.04,47.36,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.04,0.01,0.04,39.65,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.08,0.03,0.04,39.65,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.16,0.05,0.04,39.65,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.08,0.03,0.04,39.65,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.04,0.01,0.04,39.65,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.08,0.03,0.04,44.43,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.16,0.05,0.04,45.16,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.33,0.11,0.04,45.89,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.16,0.05,0.04,46.63,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.08,0.03,0.04,47.36,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.04,0.01,0.04,51.40,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.08,0.03,0.04,53.24,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.16,0.05,0.04,55.07,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.08,0.03,0.04,56.91,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.04,0.01,0.04,58.75,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.04,0.01,0.04,43.37,NA,1.50,0,0,0,0,0,0,1
2016,1.00,0.04,0.01,0.04,43.37,NA,1.50,0,0,0,0,0,0,1
2015,1.00,0.25,0.08,0.14,8.97,4.00,NA,0,0,0,0,0,0,0
2015,1.00,0.25,0.08,0.14,10.23,NA,NA,0,0,0,0,0,0,0
2015,1.00,0.25,0.08,0.14,16.37,NA,NA,0,0,0,0,0,0,0
2015,1.00,0.25,0.08,0.14,16.58,NA,NA,0,0,0,0,0,0,0
2015,1.00,1.50,0.50,0.14,22.36,NA,NA,0,0,0,0,0,0,0
2015,1.00,0.25,0.08,0.14,22.67,NA,NA,0,0,0,0,0,0,0
2015,1.00,0.25,0.08,0.14,23.77,2.50,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,31.49,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,8.34,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,11.34,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,17.48,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,21.41,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,10.55,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,17.00,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,18.42,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,24.56,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,22.99,NA,NA,0,0,0,0,0,0,0
2016,0.94,0.06,0.02,0.02,1542.55,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,297.39,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,131.77,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,100.44,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,72.58,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,136.18,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,67.85,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,55.42,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,23.30,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,24.24,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,25.50,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,26.13,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,18.73,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,22.99,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,23.30,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,27.55,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,8.50,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,13.54,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,20.31,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,21.41,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,10.23,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,13.70,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,14.48,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,22.67,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,62.66,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,40.62,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,35.58,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,31.33,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,40.78,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,33.85,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,32.12,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,140.43,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,61.24,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,42.98,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,25.98,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,103.28,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,51.17,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.02,37.78,NA,NA,0,0,0,0,0,0,0
2016,1.00,0.17,0.04,0.04,346.20,NA,0.00,0,0,0,0,0,0,0
2016,1.00,0.08,0.02,0.04,81.21,NA,1.00,0,0,0,0,0,0,0
2016,1.00,0.04,0.01,0.04,4.47,NA,3.00,0,0,0,0,0,0,0
2016,1.00,0.08,0.02,0.04,131.30,NA,0.00,1,0,0,0,0,0,0
2016,1.00,0.04,0.01,0.04,30.31,NA,1.00,1,0,0,0,0,0,0
2016,1.00,0.02,0.01,0.04,1.44,NA,3.00,1,0,0,0,0,0,0
2016,1.00,0.34,0.08,0.04,474.47,NA,0.00,0,0,0,0,0,0,0
2016,1.00,0.17,0.04,0.04,147.09,NA,1.00,0,0,0,0,0,0,0
2016,1.00,0.08,0.02,0.04,35.42,NA,3.00,0,0,0,0,0,0,0
2016,1.00,0.17,0.04,0.04,179.48,NA,0.00,1,0,0,0,0,0,0
2016,1.00,0.08,0.02,0.04,56.16,NA,1.00,1,0,0,0,0,0,0
2016,1.00,0.04,0.01,0.04,13.72,NA,3.00,1,0,0,0,0,0,0
2016,1.00,0.25,0.08,0.04,1068.59,NA,0.00,0,0,0,0,0,0,0
2016,1.00,0.13,0.04,0.04,245.85,NA,1.00,0,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.04,23.45,NA,3.00,0,0,0,0,0,0,0
2016,1.00,0.13,0.04,0.04,294.35,NA,0.00,1,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.04,66.21,NA,1.00,1,0,0,0,0,0,0
2016,1.00,0.03,0.01,0.04,4.95,NA,3.00,1,0,0,0,0,0,0
2016,0.98,0.51,0.17,0.04,1253.50,NA,0.00,0,0,0,0,0,0,0
2016,1.00,0.25,0.08,0.04,349.55,NA,1.00,0,0,0,0,0,0,0
2016,1.00,0.13,0.04,0.04,70.20,NA,3.00,0,0,0,0,0,0,0
2016,1.00,0.25,0.08,0.04,358.00,NA,0.00,1,0,0,0,0,0,0
2016,1.00,0.13,0.04,0.04,102.10,NA,1.00,1,0,0,0,0,0,0
2016,1.00,0.06,0.02,0.04,21.54,NA,3.00,1,0,0,0,0,0,0
2017,1.00,0.75,0.25,0.06,33.36,NA,1.00,0,0,0,0,0,0,0
2017,1.00,0.09,0.03,0.06,359.91,NA,0.00,0,0,0,0,0,0,0
2017,1.00,0.09,0.03,0.06,6.57,NA,3.00,0,0,0,0,0,0,0
2017,1.00,0.09,0.03,0.06,52.34,NA,1.00,0,0,0,0,0,0,0
2017,1.00,0.09,0.03,0.06,14.90,NA,1.00,0,0,0,0,0,0,0
2017,1.00,0.09,0.03,0.06,50.40,NA,1.00,0,0,0,0,0,0,0
2017,1.00,0.09,0.03,0.06,3.91,NA,1.00,0,0,0,0,0,0,0
2017,1.00,0.09,0.03,0.06,43.73,NA,1.00,0,0,0,0,0,0,0
2017,1.00,0.09,0.03,0.06,25.48,NA,1.00,0,0,0,0,0,0,0
2017,1.00,0.75,0.25,0.06,31.38,NA,1.00,1,0,0,0,0,0,0
2017,1.00,0.09,0.03,0.06,390.33,NA,0.00,1,0,0,0,0,0,0
2017,1.00,0.09,0.03,0.06,6.68,NA,3.00,1,0,0,0,0,0,0
2017,1.00,0.09,0.03,0.06,59.93,NA,1.00,1,0,0,0,0,0,0
2017,1.00,0.09,0.03,0.06,8.18,NA,1.00,1,0,0,0,0,0,0
2017,1.00,0.09,0.03,0.06,54.33,NA,1.00,1,0,0,0,0,0,0
2017,1.00,0.09,0.03,0.06,2.64,NA,1.00,1,0,0,0,0,0,0
2017,1.00,0.09,0.03,0.06,48.36,NA,1.00,1,0,0,0,0,0,0
2017,1.00,0.09,0.03,0.06,0.08,NA,1.00,1,0,0,0,0,0,0
2015,1.00,0.26,0.09,0.13,8.96,NA,NA,0,0,0,0,0,0,0
2015,1.00,0.52,0.17,0.13,9.03,NA,NA,0,0,0,0,0,0,0
2015,1.00,1.04,0.35,0.13,8.98,NA,NA,0,0,0,0,0,0,0
